label,article
0,"NITONG nakaraang Lunes ay naaresto ng National Bureau of Investigation (NBI) sa Makati si Ferdinand Guerrero, isa sa mga suspect sa pambubugbog sa It's Showtime co-host na si Vhong Navarro. Isa si Guerrero sa mga akusado sa isinampang kaso ni Vhong noong Enero 2014. Sabi sa pahayag ni Vhong noong Miyerkules hinggil sa pagpapaaresto kay Guerrero, ""Siyempre, ako'y natutuwa na nahuli na nga at nasakote ng NBI ang isa sa mga nambugbog sa akin. Ngayon, unti-unti kong nakikita ang justice sa atin. Tuloy po ang laban."" Pero kahit nahuli na si Guerrero, hindi pa rin kampante ang TV host/comedian dahil naniniwala siyang meron pa ring sangkot sa kaso na hindi pa nahuhuli. ""Hindi naman nawawala 'yung takot pero naniniwala pa din ako sa justice natin na lahat ay magiging maayos. Siguro, ako kailangan ko pang magdasal pa na sana magkaroon ng katarungan ang ginawa sa akin,"" sabi ni Vhong. Nagpapasalamat si Vhong sa madlang pipol na walang sawa pa ring sumusuporta sa kanyang pinagdadaanan."
0,"Una nang sinuspinde ng Comelec ng dalawang linggo (Disyembre 20-Enero 4) ang nationwide voters' registration bilang pagbibigay-daan sa pagdiriwang ng Pasko at Bagong Taon, alinsunod sa Comelec Resolution 9853."
0,"""There was no Angelus in the previous visit of Pope John Paul II... I am just not that sure with Pope Paul VI,"" pahayag ni Fontanilla nang tanungin ng mga mamamahayag kung ito ang unang pagkakataon na pangungunahan ng lider ng Simbahan ang Orasyon sa UST. Si Pope Francis ang ikatlong Papa na bibisita sa UST. Ang dalawa ay kinabibilangan nina Pope Paul VI at Pope John Paul II. Bukod sa pagdarasal ng Orasyon, sinabi ni Fontanilla na inaasahan ding magbibigay ng mensahe ang Papa sa kanyang pakikihalubilo sa kabataan sa football field ng unibersidad. Ito ay susundan ng mga dasal at intercession sa iba't ibang diyalekto na pangungunahan ng mga lider ng kabataan mula sa buong bansa. Tatlong kabataan na kinabibilangan ng isang estudyante sa kolehiyo, isang out-of-school, at isang volunteer ng ""Yolanda"" relief operations ang magbabahagi ng kani-kanilang testimonya sa Papa."
0,"Dinala sa Taguig-Pateros District Hospital subalit inilipat kalaunan sa Saint Lukes Hospital sa Bonifacio Global City ang biktimang si Aurelio Padilla, chairman ng Barangay New Lower Bicutan, Taguig kung saan ideneklara itong dead on arrival. Sa inisyal na imbestigasyon nina SPO2 Rodelio Abenojar at PO3 Allan Corpuz ng Taguig Police Station, dakong 9:30 ng gabi pinagbabaril ng mga suspek na magkaangkas sa motorsiklo si Padilla sa Manuel L. Quezon St., Purok 3 New Lower Bicutan malapit sa hangganan ng Barangay Maharlika. Agad rumesponde ang mga tauhan ng Police Community Precinct 2 sa pangunguna ni Senior Insp. Dwight Ong matapos matanggap ang impormasyon hinggil sa insidente."
0,"Dumating ang Papa sa bansa para sa isang pastoral visit na naghatid sa kanya sa Leyte kung saan nakapiling niya ang mga sinalanta ng bagyo sa isang open-air na misa na inulan, bilang pagtupad sa kanyang pangako noong 2013 na darating siya upang makidalamhati sa mga biktima ng supertyphoon Yolanda. Bago siya dumating sa Pilipinas, naakit niya ang atensiyon ng buong mundo sa kanyang mga pagsisikap na ireporma ang Simbahang Katoliko Romano mula sa loob nito, lalo na ang mga ginagawa ng Curia at ng Vatican Bank. Nanawagan siya para sa isang Synod on the Family na muling sumuri sa mga sinaunang paniniwala at konserbatibong pag-uugali - na kanyang inaasahan - na maaaring maglaan ng puwang para sa mga Katolikong homoseksuwal at mga mag-asawang naghiwalay. Ngunit ang kanyang pagsisikap upang lumaganap ang kapayapaan ang mas kikilingan sa mga deliberasyon ng Nobel Peace Prize committee. Titingnan nito kung paano niya inimbitahan ang mga pangulo ng Israel at Palestine na samahan siya sa isang ""prayer summit"" sa Vatican noong bumisita siya sa Holy Land noong Hunyo ng nakaraang taon. Habang kinokondena niya ang pagmamalupit ng Islamic State sa mga Kristiyano sa Syria at Iraq, nagpahayag din siya ng simpatiya para sa mga Muslim na nagdurusa dahil iniuugnay sila sa terorismo gayong, aniya, ang kanila ay isang relihiyon ng kapayapaan. Bago siya nagtungo sa Pilipinas noong nakaraang buwan, ang mga leader na Muslim ay humiling kay Pope Francis ang kanyang suporta at pagpapala sa sarili nilang pagsiskap para sa kapayapaan sa Mindanao. Ang kanyang tungkulin bilang peacemaker ay kinilala ni United States President Barack Obama - sa kung paano siya nagpadala ng mga liham kina President Obama at President Raul Castro ng Cuba how he sent letters to President Obama and Cuba President Raul Castro na humihimok sa kanila na resolbahin ang humanitarian questions, partikular na sa palitan ng mga bilanggong tangan magkabilang panig. Naging punong abala ang Papa sa isang pagpupulong sa Vatican at kalaunan, ipinahayag nina Obama at Castro ang pagtatapos ng kalahating siglo ng alitan ng US at Cuba. Ito si Pope Francis, na nakikita ang peacemaking bilang mahalagang sangkap ng kanyang pagkapapa. Kung tutuusin siya ang Vicar of Christ na, sa Kanyang Sermon on the Mount na naitala ni San Mateo, sinabing ""Mapapalad ang mapagpayapa, sapagkat sila'y tatawaging mga anak ng Diyos"" (Mt 5:9). May iba pang nominado para sa Nobel Peace Prize. Kabilang doon sina Edward Snowden, na naglantad ng American electronic surveillance sa buong mundo; isang Russian newspaper - ang Novaya Gazeta - na kritikal kay President Vladimir Putin; at Mussie Zerrai, isang Eritrean priest na umayuda sa mga migranteng Africano na tumatawid sa Mediteranean upang makatagpo ng bagong buhay sa Europe."
0,"Ngunit may nakababahala rin sa pinakahuling report na ito ng pamahalaan. Ayon sa datos ng nabanggit na ahensiya, lumalabas na 2.5 milyon pa ring Pilipino ang walang trabaho as of October 2014. At ang mas nakakabahala pa, sa kabuuang bilang na ito, ang mga kabataang Pilipinong may edad 15-24 ang siyang nangunguna sa mga unemployed o 49.4% o may kabuuang bilang na 1.2 milyong kabataang Pilipino na walang trabaho. At ang higit na talagang nakakabahala ay 35.2% naman o halos isang milyon ang college graduate at undergraduate sa Pilipinas na wala pa ring trabaho."
0,"Ipinost ni Bianca sa Instagram ang gift ni Miguel at marami ang nag-like. Lalo pang kinilig ang BiGuel fans nang i-post ni Miguel ang old photo ni Bianca during Mulawin days. Ibig sabihin, nagkasama na ang dalawa noong bata pa sila."
0,"Sa unang pagkakataon, napanood ng publiko ang digitally restored at remastered na mga kopya ng Anak directed by Rory Quintos, Kapag Langit ang Humatol directed by Laurice Guillen at Bata, Bata, Paano ka Ginawa ni Chito Rono. Mabusising inayos, pinalinaw at pinaganda ng ABS-CBN Film Archives at Central Digita Labs ang naturang mga pelikula. Dumating ang ilang ABS-CBN executives at director na kinabibilangan nina Ms. Malou Santos, Chit Guerrero, Olive Lamasan, Rory Quintos, Laurice Guillen at Chito Rono sa UP Film Center para panoorin ang Bata, Bata.... Dumating din sina Cherrie Pie Picache at Albert Martinez, na kasama sa cast nito. In full force din na dumating sa event ang Vilmanians at press people. Sa totoo lang, aakalain mong bago ang kopya ng restored films. Kung hindi nga lang naroroon sina Carlo Aquino at Serena Dalrymple na mga totoy at nene pa ang itsura sa movie, aakalain mong bagong pelikula ang Bata... Bata.... Salamat sa modernong teknolohiya. Sabi sa speech ni Leo Katigbak, ang ABS-CBN Film Archives head, anim nang classic film ni Ate Vi ang na-restore nila at baka nga lumobo pa ito sa maraming kopya dahil sa magandang pagtanggap ng publiko. Sa talumpati naman ni Ate Vi, aniyang pabiro, ""Anim pa lang? Bakit hindi 15?"" At idinagdag na, ""Modesty aside, marami tayong classic films na nagawa na kailangan munang i-restore dahil sa kalumaan."" ""Gusto naming i-restore ang mga natatanging pelikula ni Vilma mula sa iba't ibang direktor,"" kuwento pa ni Mr. Katigbak. All in all, nakapag-restore na ang ABS-CBN Film Archives ng 72 pelikula since 2011 at ang ilan sa mga ito ay pinalad na maipalabas sa international filmfest at sa katunayan ay may red-carpet pang premiere na naganap at naiere sa free-to-air/cable television. Napapanood din ang mga ito sa pay-per-view at video-on-demand, nabibili sa DVD at nada-download din sa iTunes. Sa tanong kay Ate Vi kung ano pa ang nagawa niyang pelikula na gusto niyang panoorin, ang excited niyang sagot, ""T-Bird at Ako."""
0,"Sinabi ng biktimang si Sabermcghaddam Reza, 27, sa Mandaluyong City Police Station na nadiskubre niya na pinasok ang kanyang bahay sa Unit 6/F Hannesy 1, California Gardens Square sa DM Guevarra St., Barangay Highway Hills sa Mandaluyong dakong 1:00 noong Sabado ng hapon. Nagising umano mula sa mahimbing napagkakatulog si Reza at sa kanyang pag-iikot sa bahay, napansin niya na ang lock ng main door ay sira na. Sa puntong ito, nadiskubre ng biktima na nawawala na ang kanyang laptop na nagkakahalaga ng P20,000, Samsung Note 2 na nagkakahalga ng P10,000 at P40,000 cash. Maging ang kanyang BPI Express at ATM card ay nilimas din ng mga salarin."
0,"Pagkatapos nito, muling mapapanood ang Filipino Pop Tenors, na pinamumunuan ng film-TV actor na si Miguel Castro na isa na ngayong pop classical singer, sa Paco Park Presents sa Pebrero 20. Nasa isip ni Miguel ang paghahalo ng classical music sa pop music environment sa pagbuo ng grupo ng mga soloist na nagsanibpuwersa upang lumikha ng isang pambihirang musika, ang pop classical."
0,"Sa inisyal na text message mula kay Cavite Police Provincial Office Director Senior Supt. Jonnel Estomo, dakong 8:30 ng umaga nang matagpuan ng ilang residente ang bangkay ni Marinel Largo, 15, ng Aroma, Marulas, sa ilog malapit sa exit gate ng Cavitex sa Barangay Marulas."
0,"NITONG nakaraang Lunes, muling pumirma si Toni Gonzaga ng panibagong three-year contract sa ABS-CBN. ""I am celebrating my 10th year as a Kapamilya and I am happy to renew my contract with them,"" pahayag ni TV host/actress/singer. ""Talagang in my heart talaga I am certified and forever a Kapamilya."
0,Nahirang ang Ateneo de Manila University (ADMU) men's basketball team captain na si Kiefer Ravena bilang SMART Player of the Year sa katatapos na UAAP-NCAA Press Corps 2014 Collegiate Basketball Awards noong nakaraang Huwebes ng gabi sa Saisaki-Kamayan EDSA. Nakamit ni Ravena ang pangunahing karangalan sa taunang parangal na inorganisa ng mga mamamahayag na nagkokober ng dalawang pangunahing collegiate leagues sa bansa dahil sa kanyang hindi malilimutang performance sa nakaraang Season 77 ng UAAP kung saan siya nagwagi ng kanyang unang MVP award.
0,"Sinabi ni PSC Chairman Richie Garcia na ang dalawang araw na seminar ay bahagi sa national project para sa ""awareness and commitment campaign on anti-doping in the Philippines"" na ginaganap din sa buong mundo upang ituro ang mga pamamaraan para makaiwas at lumayo ang mga dadalo sa mga ipinagbabawal na gamot. ""We want to contribute to the creation of a sporting environment conducive to healthy living and where play is fair and true by way of complimentary actions,"" sinabi ni Garcia. ""Also among the objective is to impress upon the values of true play and clean game in sports and promote a drug-free culture among the athletes and young population."" Unang isasagawa sa Marso 4 ang national anti-doping summit sa Unilab Bayanihan Center sa Pioneer St. sa Mandaluyong City habang ang Philippine Anti-Doping Champions: Trainors Training Workshop ay gaganapin sa Quezon City Sports Club sa E. Rodriguez Avenue sa Quezon City. Iniimbitahan ang mga coach, athletes at sports medicine practitioner sa dalawang araw na seminar na bukas para sa lahat din ng mga nagnanais na makibahagi sa programa para makaiwas sa pagkalulong sa bawal na gamot."
0,"Kinilala ni Police Supt. Wilson de los Santos, hepe ng Quezon City Police District (QCPD) Police Station 7 (PS-7) sa Cubao, na si Anton Bernardo, 39, residente ng New York Mansion na matatagpuan sa No. 84 Annapolis St., Barangay E. Rodriquez, Quezon City."
0,"Kadalasan kasi kapag love team ay inili-link sa isa't isa at kapag tinanong ay may mga pa-cute at nakakabanas na paliguy-ligoy, sasabihing posibleng ma-in love kuning-kuning si girl o si boy kasi magkasundo sila o kung anu-ano pang kaek-ekang drama. Pero kapag binalikan si girl kung ano ang masasabi sa sinabi ni boy ay pangiti-ngiti na feeling ang haba-haba ng hair. Si Inigo raw kasi nang tanungin (hindi namin napanood kasi nasa labas kami) kung posibleng ligawan niya si Julia ay diretsong sumagot ng, ""Parehas kaming 17 and hindi naman po sa takot, but we're both young and it's not something that we're really focusing on right now."" Honesty is still the best policy. Natatandaan naming si Sofia Andres ang may pitak sa puso ni Inigo na hindi niya itinanggi sa presscon ng Relaks, It's Just Pag-Ibig pero hindi sila officially on. ""We're good friends. Not officially together, but we were talking and I can say we had something special. No label to it,"" malinaw na sabi ng binatilyong aktor. Kaya sa nasabing panayam kay Inigo sa The Buzz ay inamin niyang kailangan nilang mag-focus ni Sofia sa kani-kaniyang trabaho. Ka-love triangle si Sofia nina Enrique Gil at Liza Soberano sa Forevermore samantalang si Inigo ay kay Julia nga ipina-partner na kailangan ng push para sa serye at sa pelikula nila sa Viva Films. At ang paliwanag ni Inigo, ""We didn't give up on each other, I mean I had to tell her (Sofia) that it's our job. We have different love teams, we can't control things. We were never officially together. I mean, we had a good talk, we just hugged. It wasn't a goodbye."" Hmmm, binigyan ni Inigo si Sofia ng assurance na kahit si Julia ang ka-love team niya ay walang personalang magaganap."
0,Sinabi ni Presidential Spokesman Atty. Edwin Lacierda na mananatili ring officer-in-charge ng DoH si Undersecretary Janette Garin hanggang walang naitatalaga sa puwesto.
0,"Inamin ni Yassi na sumama ang loob niya nang tanggalin siya sa Sunday All Stars. ""Na-hurt talaga ako, kasi three years ko ring ginagawa 'yun, nasanay na every Sunday nasa SAS ako at nagpe-perform. Pero ganu'n talaga, kailangan daw magbawas ng artist at isa ako sa nawala. Ipinaliwanag naman nila kung bakit kailangan magtanggal at naiintindihan ko naman. Kaya lang, nakakalungkot talaga, kasi hahanap-hanapin din ng katawan mo 'yung ganu'ng routine every week,"" pag-amin ng bida sa My Fiance Since Birth episode ng Wattpad kasama si Vin Abrenica. Perfect timing daw ang offer ng TV5. ""Thankful na rin ako sa nangyari kasi parang nagkaroon ako ng bagong mundo. Kumbaga, nagagawa kong makapag-guest at makasayaw sa ibang TV networks, like ABS-CBN at TV5. Nakakagawa na ako ng proyekto sa ibang TV networks. ""Like, dito sa TV5, nakadalawa na ako sa Wattpad at ang latest, 'yung My Fiance Since Birth. Kaya nga thankful ako sa TV5 sa pagkakataong makapagtrabaho ako sa kanilang network,"" kuwento ng dalaga. Kumusta ang working relationship nila ni Vin? ""Actually, hindi pa kami nagti-taping, pero I know magiging okey 'yung trabaho dahil kilala ko na siya at nakasama na naming mag-Enchanted Kingdom. ""Bale isinama siya ng kuya niya, si Aljur (Abrenica) nu'ng mag-bonding kami doon nina Kylie (Padilla) at iba pa naming kaibigan. Kasama namin siyang nag-rides at namasyal, kaya naman wala nang ilangan kasi nakasama ko na siya."" Paano kung ma-link siya kay Vin? ""Naku, malabo yun! Although I'm single, alam naman natin na may Sophie Albert siya. Taken na siya. Kaibigan siguro puwede pa, pero 'yung i-link kami, parang hindi yata tama,"" mabilis na sangga ni Yassi. Wala pa ring kapalit ang ex-boyfriend ni Yassi na si Sef Cadayona. ""Siguro choice ko na maging single muna sa ngayon. Masyadong marami kasi akong ginagawa. Sunud-sunod kasi ang projects ko sa Viva kaya hindi ko nabibigyan ng oras 'yung tungkol sa pagkakaroon ng boyfriend. Pero marami silang nagpaparamdam, pero ayoko pa muna."""
0,"Hindi halos nabago ang line-up ng nagkampeon noong nakaraang taon, makakasagupa ng Lady Eagles, muling pangungunahan ng reigning league MVP na si Alyssa Valdez, ang Lady Bulldogs sa ganap na alas-4:00 ng hapon. Una nang nagtunggali ang dalawang koponan noong nakaraang taon sa stepladder semifinals."
0,"Tumabla sa iskor na 3-3, isang RBI ang ikinasa ni Chanty Bongat na naghatid sa mga kakamping sina Sella Mendoza at Gelai Lenales sa home plate at nag-angat sa Lady Maroons sa two-run advantage. Mula doon, hindi na sila lumingon pa upang maangkin ang No. 2 seed sa step-ladder semis. Nakapanghihinayang naman ang naging kabiguan ng Tigresses na una nang nagtala ng 3-0 bentahe sa laro bago sila bumagsak sa fifth inning sanhi ng sunud- sunod na errors."
0,"Ang nangyaring upset, ang pinakamalaki sa pinagsamang WTA at ATP Masters event sa ngayon, ay inabot ng 1 oras at 49 minuto at minarkahan ang worst defeat ng five-time Grand Slam winner na si Sharapova na kanyang nalasap sa Miami mula nang matalo sa kanyang debut noong 2003."
0,"Si Sato ay miyembro ng executive committee ng Japan Prefectural and Municipal Workers Union (JICHIRO), isa sa pinakamalaking grupo ng manggagawa na binubuo ng mga kawani ng gobyerno sa Japan. Kasalukuyang pinoproseso ng BI ang deportasyon kay Sato matapos itong makabilang sa Blacklist Order ng DoJ nang makibahagi sa demonstrasyon laban sa Asian Development Bank (ADB) sa Manila noong 2012. Kinonsidera ni Alan Tanjusay, isang miyembro ng Nagkaisa, na ""grave abuse of authority"" ang ginawa ng BI kasabay ng panawagan sa DoJ na ituwid ang pag-aresto kay Sato. ""He was set aside, held and put under deportation proceedings on the whimsical basis,"" pahayag ni Tanjusay, na siya ring tagapagsalita ng Trade Union Congress of the Philippines (TUCP)."
0,Nagretiro si Ruelo na may ranggong Superintendent IV sa posisyong officer-in-charge ng BuCor Office of the Assistant Director for Prison and Security at hepe ng Correctional Institution for Women.
0,"Ayon sa grupong nanawagan din sa sambayanan na sundin ang kahilingan ni Pope Francis na iwaksi ang mga leader na nasasangkot sa pangungurakot, panahon na upang magkaroon ng leader na tulad ng mga kongresistang hindi tumanggap at nakinabang sa Priority Development Assistance Fund (PDAF) at Disbursement Acceleration Program (DAP). ""Kailangan natin ang leader na may tapang na lulutas sa dalawang pangunahing problema ng ating bansa: korupsiyon ng mga nanunungkulan sa bayan at sobrang krimen o kawalan ng kapayapaan at kaayusan,"" pahayag ni 4K Vice President Ronald Mendoza."
0,Epektibo 12:01 kahapon ng madaling araw nang magtaas ang Shell ng 30 sentimos sa presyo ng kada litro ng gasolina habang tinapyasan ng 10 sentimos ang diesel.
0,"Sinabi ng grupo na hiling din ng mga Pinoy mula sa Superior Court of California na pagbayarin ang kanilang employer ng hindi nabayarang sahod nila na aabot sa $700,000. Ang L' Amande, na pag-aari ng mag-asawang Goncalo at Ana Moitinho de Almeida, ay isang popular na bakery sa Los Angeles na may sangay sa Beverly Hills at Torrance. Ayon sa 11 Pinoy, nilinlang din sila ng kanilang employer sa pagkuha ng E-2 visa na nagbibigay sa kanila ng awtorisasyon sa mga banyaga na pansamantalang makapagtrabaho sa US. Sinabi ng abogado ng mga Pinoy na binantaan umano ng mga Almeida na kakasuhan ang mga Pilipino dahil sa kanilang utang na tig-$11,000 at deportasyon sa Pilipinas kung tatanggi silang ipagpatuloy ang kanilang pagtatrabaho sa bakery. Lumitaw din sa imbestigasyon ng Office of the Labor Commissioner sa Los Angeles na pinagtatrabaho sila sa bakery nang 14 oras sa sahod na $3 kada oras. Sinabi rin sa ulat na sinibak sa trabaho ang 11 Pinoy matapos matuklasan ng mag-asawang Almeida na inimbestigahan sila ng OLC."
0,"Inorganisa ng Iceland, tinipon ng ""Barbershop Conference"" ang global ambassadors at mga opisyal ng UN para sa isang pag-uusap sa kung ano ang magagawa ng kalalakihan upang masupil ang karahasan laban sa kababaihan at maisulong ang pagkakapantay-pantay."
0,"Kapag nagtanim ka, alam mo kung ano ang iyong aanihin. Ganoon din sa ating buhay. Aanihin natin kung ano man ang ating itinanim. Minsan, nagugulat na lamang tayo sa kaguluhan at kapighatiang idinudulot ng ating pamumuhay. Ngunit nangyayari lamang iyon kapag nagtanim tayo ng mga butil ng masamang pag-uugali at maling gawa; at nararanasan natin ang natural na bunga ng kung ano ang ating itinanim. Ngunit nangyayari rin ang kabaligtaran niyon. Kung magtitimpi tayo sa ating kapwa, kung tumutugon tayo sa mga paghamon nang may pananalig sa halip na may takot, at kapag tinatanggap natin ang ating kapwa kahit hindi sila katanggap-tanggap, ang mga ito ang bunga ng mga butil na itinanim ng Espiritu ng Diyos sa ating buhay."
0,"Simula Enero 2014, umabot na sa halos P10 kada litro ang natapyas sa presyo ng gasolina habang P8 na ang nabawas sa halaga ng diesel. Subalit nananatiling nakabinbin ang hirit ng mga pasahero na ibaba na ang minimum na pasahe sa pampublikong sasakyan partikular sa jeep dahil kailangang dumaan sa proseso ang pagpapasya nito ayon sa Land Transportation Franchising and Regulatory Board (LTFRB)."
0,"Inihain ng Office of the Ombudsman ang kasong one count of violating the Anti-Graft and Corrupt Practices Act at one count of Malversation through Falsification laban sa limang dating opisyal ng Philippine Marines. Kabilang sa mga kinasuhan ay sina retired Maj. Gen. Renato Miranda, Lt. Col. Jeson Cabatbat, Maj. Adelo Jandayan, Capt. Felicisimo Millado, at Capt Edmundo Yurong. Ayon sa ulat, nai-raffle na ang kaso sa Sandiganbayan Third Division. Sinabi ni Assistant Special Prosecutor III Anna Isabel Aurellano na nagkutsabahan ang lima sa paglulustay ng P36.7 milyon noong 2000 habang sila ay nakaposisyon sa hukbo. Ipinaliwanag ni Aurellano na inilaan ang naturang halaga sa Combat Clothing Allowance at Individual Equipment Allowance ng mga sundalo ngunit hindi nila natanggap ang mga ito noong 1999. Tumatayong disbursing officer ng PMC noong mga panahong iyon, sinabi ng Ombudsman na nasa pangangalaga ni Millado ang naturang halaga subalit kinalaunan ay ibinigay nito ang P36 milyong kay Jandayan."
0,"""In the consideration of safety, management and other factors, Yuyuan Tourist Mart has decided to cancel the 2015 Yu Garden Lantern Festival,"" pahayag ng kumpanya na nag-oorganisa sa event sa kanilang website noong Sabado."
0,"Gayunman, nilagyan ng mga pulis ng steel barrier na maagang pumuwesto sa lugar. Itinuloy pa rin ng mga militante ang programa sa kalsada dala-dala ang kanilang placard, na roon nakasaad ang kanilang panawagan sa tunay na reporma sa lupang sakahan. Humihingi rin ng hustisya ang mga ito para sa mga nasawi sa tinaguriang Mendiola massacre noong Enero 22, 1987 at sa mga biktima ng iba pang karahasan sa Mendiola. Nagtagal lang ng kalahating oras ang programa ng mga ito at nilisan din ang lugar para dumiretso sa Mendiola. Matatandaang pinagbabaril ng mga sundalo at pulis ang 13 magsasaka na kabilang sa libu-libong raliyista na nagtangkang pumasok sa Malacanang para iparating kay dating Pangulong Corazon Aquino ang kanilang mga hinaing at kahilingan sa pamamahagi ng lupain 28 taon na ang nakalilipas."
0,"FEU-NRMF-Gerry's Grill (82) - Manalo 16, Bautista 16, Gaco 13, Arafat 13, Crellin 9, Santos 5, Abdul 4, Sta. Maria 3, Morales 3, Raymundo 0, Tan 0, Gumabay 0. Diliman-JPA (76) - Diakhite 20, Torrado 14, Brutas 13, Enriquez 12, Salazar 4, Ligon 4, Corpuz 3, Sombero 2, Antalan 2, Cuerquez 1, Tay 1."
0,"Enero 1951, nagdesisyon si Dean na ipagpaliban ang kanyang pag-aaral sa kolehiyo, at nagsimula siyang dumalo sa mga drama workshop na pinamunuan ni James Whitmore. Matapos noon ay marami na siyang ginampanang papel. Taong 1955, naging sikat si Dean para sa teenage revolution. Siya ay lumabas sa pelikulang ""Rebel Without A Cause,"" kung saan gumanap siya bilang isang palaaway na teenager na kilala bilang Jim Stark."
0,"Sa unang araw ng paglulunsad, nagsara ang isang euro sa halagang katumbas ng $1.17 U.S. dollars sa foreign exchange. Noong Enero 1, 2002 ay pinalitan na ng Austria, Belgium, Finland, France, Germany, Ireland, Italy, Luxembourg, Netherlands, Portugal, Spain at Greece ang kanilang pera sa euro. Binubuo ng 19 na bansa ang eurozone. Ang iba pang European countries na nais mapabilang ay kinakailangang makapasa sa ""convergence criteria,"" at maaprubahan ng konseho ng European Union (EU)."
0,Hahataw sa Abril 5 (Easter Sunday) ang binuong Spiker's Turf na para sa kalalakihan at ang pinakaaabangang Shakey's V-League na para sa kababaihan sa ika-12 edisyon ng Shakey's V-League Open Conference sa San Juan Arena.
0,"Si Popovich ay naging ikasiyam na coach na humantong sa 1,000th regular-season wins at naging ikatlo sa may pinakamabilis na mapasakamay ang inaasam na karangalan. Napasama ito kay dating Utah coach Jerry Sloan na natatanging coaches sa kasaysayan ng liga na mapagwagian ang 1,000 games sa iisang koponan lamang. Pinamunuan ni Tony Parker ang Spurs na taglay ang 19 puntos. Nagtala naman si Tim Duncan ng 15. Umiskor si Rodney Stuckey ng 18 puntos para sa Indiana, natapyas ang season-best winning streak sa tatlong sunod na panalo. Lumabas na nakuha ng Pacers ang kontrol nang maitatag nila ang 79-65 lead matapos ang tatlong quarters. Subalit nagsalansan ang Spurs ng siyam na sunod na puntos upang itabla ang iskor sa 91, at muling nagtabla sa 93, at muling kinuha ang kalamangan mula sa buslo ni Belinelli nang tumalbog sa rim ang 3-pointer ni George Hill. Naimintis ng San Antonio na maipagkaloob kay Popovich ang dapat sana'y maagang grand party noong Lunes subalit nabigo sila sa Toronto. Ngunit sa pagkakataong ito ay 'di na hinayaan ng defending NBA champs na mangyari pa ito, kahit na sadsad sila sa 91-82 sa natitirang 5:36 sa orasan. At siyempre, ang matinding paghahabol ng Spurs ay nangyari sa pamamagitan ng mga plano ni Popovich kung saan ay pinagsama-sama niya ang kanyang mga manlalaro. Sinimulan ni Danny Green ang rally sa pamamagitan ng layup. Kinumpleto ni Kawhi Leonard ang 3-point play. Ikinasa ni Duncan ang isa pang layup at nang sumablay si Parker sa dalawang free throws, may 3:18 pa sa korte, ang iskor ay humantong sa 91-all. Sumagot ang Indiana mula sa 20-footer ni Stuckey upang kunin uli ang lead, subalit muling naitabla ito ni Aron Baynes matapos ang kanyang tip-in sa natitirang 56.7 segundo upang maitakda ang huling sequence, ang maibuslo ni Belinelli ang napakahalagang iskor matapos na magmintis si Hill. TIP-INS"
0,"Kinilala ni Senior Insp. Bonifacio Gannaban, hepe ng San Mariano Police, ang napatay na si Sergeant Roy Gapay, commander ng Patrol Base ng 77th Civilian Auxilary Forces Geographical Unit (CAFGU) ng Philippine Army na nakabase sa nasabing barangay. Nasugatan naman si Bobbit Dela Torre, miyembro ng CAFGU. Napaulat na agad na nasawi si Gapay makaraang pagbabarilin sila ng mga suspek dakong 3:40 ng umaga."
0,"Dakong 8:30 ng gabi, nakikipag-inuman ang suspek sa ilang kabarkada nang nakita niya ang biktima na bumibili ng softdrinks sa tindahan at pinaghihipuan niya sa maseselang bahagi ng katawan."
0,"Habang nakatutok ang isang patalim, unang hiningi ng 'di kilalang taxi driver ang bag ni Dalangin subalit tumanggi ito. Sa halip, ibinigay ng biktima ang kanyang cell phone sa suspek. Habang ipinipilit ng driver na makuha ang bag ng biktima kasabay ng pagbagal ng takbo ng sasakyan, ginamit na itong oportunidad ni Dalangin upang makatakas sa pamamagitan ng pagtalon mula sa taxi."
0,"Tulad ng kanyang ipinangako, ilang araw bago ang kanyang unang pagtapak sa octagon ng One Fighting Championship (ONE FC), hindi nga hinayaan ni Brandon Vera na umabot sa tatlong round ang kanilang sagupaan ni Igor Subora sa co-main event ng ""One FC: Warrior's Way"". Sa likod ng malalakas na hiyawan at palakpakan ng kanyang mga tagasuporta sa Mall of Asia Arena, naging matagumpay ang debut bout ni Vera sa ONE FC nang makuha niya ang KO victory sa 3:54 mark ng unang round ng kanilang sagupaan ng URCC heavyweight champion kamakalawa ng gabi."
0,"Inilarawan ng pulisya ang babae na nasa 30 hanggang 35 anyos, maputi, may katabaan ang pangangatawan at may tattoo sa braso, nakasuot ng asul na blouse at panty."
0,"Nag-upload si Kardashian ng larawan mula sa Disney kalakip ang mga salitang, ""If you want to leave, you can. I'll remember you, though. I remember everyone that leaves,"" na may kasamang biyak na puso. Si Kardashian -- na nagdadalantao sa ikatlong anak -- ay nagkakaroon ng problema sa relasyon ng ama ng kanyang mga anak. nang pumanaw ang mga magulang ni Disick ay napapadalas ang pakikipag-party at paglalasing nito."
